Date,Site,Process,Equipment_ID,Output_m3,Process_Cost_PHP,Labor_Cost_PHP,Fuel_Liters
2025-01-15,TARLAC,Drilling,Tar-DR-1,881,22906,0,31
2025-01-15,TARLAC,Extraction,Tar-EX-E1,353,0,1400,83
2025-01-15,TARLAC,Stockpiling,Tar-EX-S1,359,0,1400,82
2025-01-16,zAMBALES,Loading,Zam-EX-L1,527,0,1400,98
2025-01-16,zAMBALES,Loading,Zam-EX-L2,330,0,1400,66
2025-01-16,zAMBALES,Drilling,Zam-DR-1,685,17810,0,34
2025-01-16,zAMBALES,Blasting,BLAST,857,64275,0,48
2025-01-16,zAMBALES,Extraction,Zam-EX-E1,536,0,1400,130
2025-01-16,zAMBALES,Extraction,Zam-EX-E2,539,0,1400,113
2025-01-16,zAMBALES,Stockpiling,Zam-EX-S1,857,0,1400,52
2025-01-16,Rizal,Loading,Riz-EX-L1,518,0,1400,78
2025-01-16,Rizal,Loading,Riz-EX-L2,425,0,1400,105
2025-01-16,Rizal,Drilling,Riz-DR-1,505,13130,0,48
2025-01-16,Rizal,Extraction,Riz-EX-E1,545,0,1400,123
2025-01-16,Rizal,Extraction,Riz-EX-E2,537,0,1400,97
2025-01-16,Rizal,Stockpiling,Riz-EX-S1,943,0,1400,52
2025-01-16,bULACAN,Loading,Bul-EX-L1,580,0,1400,72
2025-01-16,bULACAN,Drilling,Bul-DR-1,585,15210,0,53
2025-01-16,bULACAN,Blasting,BLAST,580,43500,0,47
2025-01-16,bULACAN,Extraction,Bul-EX-E1,467,0,1400,90
2025-01-16,bULACAN,Stockpiling,Bul-EX-S1,580,0,1400,71
2025-01-16,PAMPANGA,Loading,Pam-EX-L1,287,0,1400,117
2025-01-16,PAMPANGA,Drilling,Pam-DR-1,843,21918,0,32
2025-01-16,PAMPANGA,Extraction,Pam-EX-E1,312,0,1400,120
2025-01-16,PAMPANGA,Stockpiling,Pam-EX-S1,287,0,1400,87
2025-01-16,tARLAC,Loading,Tar-EX-L1,584,0,1400,88
2025-01-16,tARLAC,Drilling,Tar-DR-1,432,11232,0,36
2025-01-16,tARLAC,Extraction,Tar-EX-E1,224,0,1400,82
2025-01-16,tARLAC,Stockpiling,Tar-EX-S1,584,0,1400,69
2025-01-17,Zambales,Loading,Zam-EX-L1,349,0,1400,103
2025-01-17,Zambales,Loading,Zam-EX-L2,588,0,1400,100
2025-01-17,Zambales,Drilling,Zam-DR-1,666,17316,0,65
2025-01-17,Zambales,Extraction,Zam-EX-E1,584,0,1400,90
2025-01-17,Zambales,Extraction,Zam-EX-E2,250,0,1400,133
2025-01-17,Zambales,Stockpiling,Zam-EX-S1,937,0,1400,109
2025-01-17,rIZAL,Loading,Riz-EX-L1,302,0,1400,87
2025-01-17,rIZAL,Loading,Riz-EX-L2,478,0,1400,80
2025-01-17,rIZAL,Drilling,Riz-DR-1,770,20020,0,42
2025-01-17,rIZAL,Extraction,Riz-EX-E1,281,0,1400,119
2025-01-17,rIZAL,Extraction,Riz-EX-E2,591,0,1400,110
2025-01-17,rIZAL,Stockpiling,Riz-EX-S1,780,0,1400,85
2025-01-17,bulacan,Loading,Bul-EX-L1,355,0,1400,96
2025-01-17,bulacan,Drilling,Bul-DR-1,704,18304,0,56
2025-01-17,bulacan,Extraction,Bul-EX-E1,491,0,1400,109
2025-01-17,bulacan,Stockpiling,Bul-EX-S1,355,0,1400,99
2025-01-17,PAMPANGA,Loading,Pam-EX-L1,292,0,1400,115
2025-01-17,PAMPANGA,Drilling,Pam-DR-1,443,11518,0,52
2025-01-17,PAMPANGA,Blasting,BLAST,292,21900,0,47
2025-01-17,PAMPANGA,Extraction,Pam-EX-E1,470,0,1400,92
2025-01-17,PAMPANGA,Stockpiling,Pam-EX-S1,292,0,1400,105
2025-01-17,tarlac,Loading,Tar-EX-L1,486,0,1400,85
2025-01-17,tarlac,Drilling,Tar-DR-1,798,20748,0,63
2025-01-17,tarlac,Extraction,Tar-EX-E1,273,0,1400,134
2025-01-17,tarlac,Stockpiling,Tar-EX-S1,486,0,1400,75
2025-01-18,Zambales,Loading,Zam-EX-L1,483,0,1400,110
2025-01-18,Zambales,Loading,Zam-EX-L2,444,0,1400,92
2025-01-18,Zambales,Drilling,Zam-DR-1,771,20046,0,53
2025-01-18,Zambales,Blasting,BLAST,927,69525,0,26
2025-01-18,Zambales,Extraction,Zam-EX-E1,460,0,1400,112
2025-01-18,Zambales,Extraction,Zam-EX-E2,320,0,1400,88
2025-01-18,Zambales,Stockpiling,Zam-EX-S1,927,0,1400,84
2025-01-18,rIZAL,Loading,Riz-EX-L1,508,0,1400,97
2025-01-18,rIZAL,Loading,Riz-EX-L2,435,0,1400,62
2025-01-18,rIZAL,Drilling,Riz-DR-1,687,17862,0,54
2025-01-18,rIZAL,Extraction,Riz-EX-E1,314,0,1400,104
2025-01-18,rIZAL,Extraction,Riz-EX-E2,429,0,1400,106
2025-01-18,rIZAL,Stockpiling,Riz-EX-S1,943,0,1400,71
2025-01-18,bulacan,Loading,Bul-EX-L1,349,0,1400,80
2025-01-18,bulacan,Drilling,Bul-DR-1,571,14846,0,53
2025-01-18,bulacan,Extraction,Bul-EX-E1,251,0,1400,137
2025-01-18,bulacan,Stockpiling,Bul-EX-S1,349,0,1400,65
2025-01-18,pampanga,Loading,Pam-EX-L1,574,0,1400,70
2025-01-18,pampanga,Drilling,Pam-DR-1,881,22906,0,55
2025-01-18,pampanga,Extraction,Pam-EX-E1,412,0,1400,116
2025-01-18,pampanga,Stockpiling,Pam-EX-S1,574,0,1400,66
2025-01-18,Tarlac,Loading,Tar-EX-L1,495,0,1400,94
2025-01-18,Tarlac,Drilling,Tar-DR-1,597,15522,0,66
2025-01-18,Tarlac,Blasting,BLAST,495,37125,0,44
2025-01-18,Tarlac,Extraction,Tar-EX-E1,443,0,1400,92
2025-01-18,Tarlac,Stockpiling,Tar-EX-S1,495,0,1400,82
2025-01-19,Zambales,Loading,Zam-EX-L1,460,0,1400,84
2025-01-19,Zambales,Loading,Zam-EX-L2,524,0,1400,114
2025-01-19,Zambales,Drilling,Zam-DR-1,672,17472,0,67
2025-01-19,Zambales,Extraction,Zam-EX-E1,300,0,1400,139
2025-01-19,Zambales,Extraction,Zam-EX-E2,471,0,1400,131
2025-01-19,Zambales,Stockpiling,Zam-EX-S1,984,0,1400,102
2025-01-19,Rizal,Loading,Riz-EX-L1,209,0,1400,102
2025-01-19,Rizal,Loading,Riz-EX-L2,359,0,1400,72
2025-01-19,Rizal,Drilling,Riz-DR-1,503,13078,0,51
2025-01-19,Rizal,Extraction,Riz-EX-E1,410,0,1400,84
2025-01-19,Rizal,Extraction,Riz-EX-E2,319,0,1400,76
2025-01-19,Rizal,Stockpiling,Riz-EX-S1,568,0,1400,78
2025-01-19,bULACAN,Loading,Bul-EX-L1,246,0,1400,75
2025-01-19,bULACAN,Drilling,Bul-DR-1,668,17368,0,46
2025-01-19,bULACAN,Extraction,Bul-EX-E1,322,0,1400,94
2025-01-19,bULACAN,Stockpiling,Bul-EX-S1,246,0,1400,108
2025-01-19,Pampanga,Loading,Pam-EX-L1,549,0,1400,96
2025-01-19,Pampanga,Drilling,Pam-DR-1,675,17550,0,46
2025-01-19,Pampanga,Extraction,Pam-EX-E1,523,0,1400,90
2025-01-19,Pampanga,Stockpiling,Pam-EX-S1,549,0,1400,51
2025-01-19,tARLAC,Loading,Tar-EX-L1,568,0,1400,99
2025-01-19,tARLAC,Drilling,Tar-DR-1,861,22386,0,40
2025-01-19,tARLAC,Extraction,Tar-EX-E1,432,0,1400,81
2025-01-19,tARLAC,Stockpiling,Tar-EX-S1,568,0,1400,98
2025-01-20,ZAMBALES,Loading,Zam-EX-L1,255,0,1400,115
2025-01-20,ZAMBALES,Loading,Zam-EX-L2,254,0,1400,101
2025-01-20,ZAMBALES,Drilling,Zam-DR-1,546,14196,0,33
2025-01-20,ZAMBALES,Extraction,Zam-EX-E1,581,0,1400,105
2025-01-20,ZAMBALES,Extraction,Zam-EX-E2,469,0,1400,74
2025-01-20,ZAMBALES,Stockpiling,Zam-EX-S1,509,0,1400,98
2025-01-20,rIZAL,Loading,Riz-EX-L1,447,0,1400,74
2025-01-20,rIZAL,Loading,Riz-EX-L2,233,0,1400,96
2025-01-20,rIZAL,Drilling,Riz-DR-1,446,11596,0,52
2025-01-20,rIZAL,Extraction,Riz-EX-E1,260,0,1400,136
2025-01-20,rIZAL,Extraction,Riz-EX-E2,388,0,1400,130
2025-01-20,rIZAL,Stockpiling,Riz-EX-S1,680,0,1400,74
2025-01-20,Bulacan,Loading,Bul-EX-L1,303,0,1400,63
2025-01-20,Bulacan,Drilling,Bul-DR-1,841,21866,0,46
2025-01-20,Bulacan,Extraction,Bul-EX-E1,440,0,1400,105
2025-01-20,Bulacan,Stockpiling,Bul-EX-S1,303,0,1400,107
2025-01-20,pAMPANGA,Loading,Pam-EX-L1,475,0,1400,98
2025-01-20,pAMPANGA,Drilling,Pam-DR-1,531,13806,0,51
2025-01-20,pAMPANGA,Blasting,BLAST,475,35625,0,28
2025-01-20,pAMPANGA,Extraction,Pam-EX-E1,212,0,1400,130
2025-01-20,pAMPANGA,Stockpiling,Pam-EX-S1,475,0,1400,78
2025-01-20,TARLAC,Loading,Tar-EX-L1,540,0,1400,67
2025-01-20,TARLAC,Drilling,Tar-DR-1,434,11284,0,45
2025-01-20,TARLAC,Blasting,BLAST,540,40500,0,38
2025-01-20,TARLAC,Extraction,Tar-EX-E1,580,0,1400,87
2025-01-20,TARLAC,Stockpiling,Tar-EX-S1,540,0,1400,54
2025-01-21,zambales,Loading,Zam-EX-L1,550,0,1400,77
2025-01-21,zambales,Loading,Zam-EX-L2,568,0,1400,109
2025-01-21,zambales,Drilling,Zam-DR-1,852,22152,0,30
2025-01-21,zambales,Extraction,Zam-EX-E1,254,0,1400,99
2025-01-21,zambales,Extraction,Zam-EX-E2,285,0,1400,70
2025-01-21,zambales,Stockpiling,Zam-EX-S1,1118,0,1400,51
2025-01-21,Rizal,Loading,Riz-EX-L1,255,0,1400,92
2025-01-21,Rizal,Loading,Riz-EX-L2,521,0,1400,66
2025-01-21,Rizal,Drilling,Riz-DR-1,656,17056,0,33
2025-01-21,Rizal,Blasting,BLAST,776,58200,0,30
2025-01-21,Rizal,Extraction,Riz-EX-E1,541,0,1400,127
2025-01-21,Rizal,Extraction,Riz-EX-E2,392,0,1400,122
2025-01-21,Rizal,Stockpiling,Riz-EX-S1,776,0,1400,85
2025-01-21,Bulacan,Loading,Bul-EX-L1,275,0,1400,93
2025-01-21,Bulacan,Drilling,Bul-DR-1,747,19422,0,37
2025-01-21,Bulacan,Extraction,Bul-EX-E1,202,0,1400,118
2025-01-21,Bulacan,Stockpiling,Bul-EX-S1,275,0,1400,63
2025-01-21,pAMPANGA,Loading,Pam-EX-L1,309,0,1400,70
2025-01-21,pAMPANGA,Drilling,Pam-DR-1,566,14716,0,43
2025-01-21,pAMPANGA,Extraction,Pam-EX-E1,395,0,1400,84
2025-01-21,pAMPANGA,Stockpiling,Pam-EX-S1,309,0,1400,61
2025-01-21,TARLAC,Loading,Tar-EX-L1,303,0,1400,92
2025-01-21,TARLAC,Drilling,Tar-DR-1,704,18304,0,67
2025-01-21,TARLAC,Extraction,Tar-EX-E1,383,0,1400,104
2025-01-21,TARLAC,Stockpiling,Tar-EX-S1,303,0,1400,105
2025-01-22,Zambales,Loading,Zam-EX-L1,333,0,1400,119
2025-01-22,Zambales,Loading,Zam-EX-L2,205,0,1400,60
2025-01-22,Zambales,Drilling,Zam-DR-1,809,21034,0,30
2025-01-22,Zambales,Extraction,Zam-EX-E1,279,0,1400,91
2025-01-22,Zambales,Extraction,Zam-EX-E2,462,0,1400,128
2025-01-22,Zambales,Stockpiling,Zam-EX-S1,538,0,1400,57
2025-01-22,rizal,Loading,Riz-EX-L1,510,0,1400,94
2025-01-22,rizal,Loading,Riz-EX-L2,246,0,1400,68
2025-01-22,rizal,Drilling,Riz-DR-1,799,20774,0,48
2025-01-22,rizal,Extraction,Riz-EX-E1,560,0,1400,110
2025-01-22,rizal,Extraction,Riz-EX-E2,294,0,1400,124
2025-01-22,rizal,Stockpiling,Riz-EX-S1,756,0,1400,65
2025-01-22,bULACAN,Loading,Bul-EX-L1,290,0,1400,87
2025-01-22,bULACAN,Drilling,Bul-DR-1,454,11804,0,51
2025-01-22,bULACAN,Extraction,Bul-EX-E1,402,0,1400,138
2025-01-22,bULACAN,Stockpiling,Bul-EX-S1,290,0,1400,105
2025-01-22,Pampanga,Loading,Pam-EX-L1,508,0,1400,62
2025-01-22,Pampanga,Drilling,Pam-DR-1,709,18434,0,57
2025-01-22,Pampanga,Extraction,Pam-EX-E1,421,0,1400,105
2025-01-22,Pampanga,Stockpiling,Pam-EX-S1,508,0,1400,107
2025-01-22,tARLAC,Loading,Tar-EX-L1,469,0,1400,79
2025-01-22,tARLAC,Drilling,Tar-DR-1,612,15912,0,46
2025-01-22,tARLAC,Extraction,Tar-EX-E1,307,0,1400,139
2025-01-22,tARLAC,Stockpiling,Tar-EX-S1,469,0,1400,103
2025-01-23,zAMBALES,Loading,Zam-EX-L1,302,0,1400,65
2025-01-23,zAMBALES,Loading,Zam-EX-L2,515,0,1400,107
2025-01-23,zAMBALES,Drilling,Zam-DR-1,512,13312,0,59
2025-01-23,zAMBALES,Extraction,Zam-EX-E1,379,0,1400,91
2025-01-23,zAMBALES,Extraction,Zam-EX-E2,459,0,1400,120
2025-01-23,zAMBALES,Stockpiling,Zam-EX-S1,817,0,1400,94
2025-01-23,RIZAL,Loading,Riz-EX-L1,251,0,1400,103
2025-01-23,RIZAL,Loading,Riz-EX-L2,294,0,1400,73
2025-01-23,RIZAL,Drilling,Riz-DR-1,649,16874,0,53
2025-01-23,RIZAL,Blasting,BLAST,545,40875,0,38
2025-01-23,RIZAL,Extraction,Riz-EX-E1,395,0,1400,78
2025-01-23,RIZAL,Extraction,Riz-EX-E2,545,0,1400,102
2025-01-23,RIZAL,Stockpiling,Riz-EX-S1,545,0,1400,56
2025-01-23,BULACAN,Loading,Bul-EX-L1,501,0,1400,100
2025-01-23,BULACAN,Drilling,Bul-DR-1,641,16666,0,53
2025-01-23,BULACAN,Blasting,BLAST,501,37575,0,41
2025-01-23,BULACAN,Extraction,Bul-EX-E1,486,0,1400,114
2025-01-23,BULACAN,Stockpiling,Bul-EX-S1,501,0,1400,101
2025-01-23,pAMPANGA,Loading,Pam-EX-L1,211,0,1400,117
2025-01-23,pAMPANGA,Drilling,Pam-DR-1,883,22958,0,34
2025-01-23,pAMPANGA,Blasting,BLAST,211,15825,0,23
2025-01-23,pAMPANGA,Extraction,Pam-EX-E1,541,0,1400,83
2025-01-23,pAMPANGA,Stockpiling,Pam-EX-S1,211,0,1400,102
2025-01-23,Tarlac,Loading,Tar-EX-L1,444,0,1400,88
2025-01-23,Tarlac,Drilling,Tar-DR-1,815,21190,0,69
2025-01-23,Tarlac,Extraction,Tar-EX-E1,308,0,1400,98
2025-01-23,Tarlac,Stockpiling,Tar-EX-S1,444,0,1400,98
2025-01-24,Zambales,Loading,Zam-EX-L1,322,0,1400,111
2025-01-24,Zambales,Loading,Zam-EX-L2,574,0,1400,68
2025-01-24,Zambales,Drilling,Zam-DR-1,428,11128,0,55
2025-01-24,Zambales,Extraction,Zam-EX-E1,440,0,1400,71
2025-01-24,Zambales,Extraction,Zam-EX-E2,328,0,1400,110
2025-01-24,Zambales,Stockpiling,Zam-EX-S1,896,0,1400,94
2025-01-24,rIZAL,Loading,Riz-EX-L1,470,0,1400,81
2025-01-24,rIZAL,Loading,Riz-EX-L2,374,0,1400,89
2025-01-24,rIZAL,Drilling,Riz-DR-1,569,14794,0,49
2025-01-24,rIZAL,Extraction,Riz-EX-E1,313,0,1400,107
2025-01-24,rIZAL,Extraction,Riz-EX-E2,310,0,1400,92
2025-01-24,rIZAL,Stockpiling,Riz-EX-S1,844,0,1400,106
2025-01-24,Bulacan,Loading,Bul-EX-L1,539,0,1400,76
2025-01-24,Bulacan,Drilling,Bul-DR-1,611,15886,0,40
2025-01-24,Bulacan,Extraction,Bul-EX-E1,240,0,1400,82
2025-01-24,Bulacan,Stockpiling,Bul-EX-S1,539,0,1400,63
2025-01-24,pAMPANGA,Loading,Pam-EX-L1,322,0,1400,110
2025-01-24,pAMPANGA,Drilling,Pam-DR-1,836,21736,0,32
2025-01-24,pAMPANGA,Extraction,Pam-EX-E1,251,0,1400,132
2025-01-24,pAMPANGA,Stockpiling,Pam-EX-S1,322,0,1400,85
2025-01-24,tarlac,Loading,Tar-EX-L1,519,0,1400,73
2025-01-24,tarlac,Drilling,Tar-DR-1,548,14248,0,60
2025-01-24,tarlac,Extraction,Tar-EX-E1,236,0,1400,122
2025-01-24,tarlac,Stockpiling,Tar-EX-S1,519,0,1400,51
2025-01-25,Zambales,Loading,Zam-EX-L1,514,0,1400,74
2025-01-25,Zambales,Loading,Zam-EX-L2,385,0,1400,79
2025-01-25,Zambales,Drilling,Zam-DR-1,528,13728,0,42
2025-01-25,Zambales,Extraction,Zam-EX-E1,481,0,1400,89
2025-01-25,Zambales,Extraction,Zam-EX-E2,544,0,1400,72
2025-01-25,Zambales,Stockpiling,Zam-EX-S1,899,0,1400,61
2025-01-25,rizal,Loading,Riz-EX-L1,533,0,1400,89
2025-01-25,rizal,Loading,Riz-EX-L2,417,0,1400,110
2025-01-25,rizal,Drilling,Riz-DR-1,724,18824,0,52
2025-01-25,rizal,Extraction,Riz-EX-E1,545,0,1400,114
2025-01-25,rizal,Extraction,Riz-EX-E2,263,0,1400,133
2025-01-25,rizal,Stockpiling,Riz-EX-S1,950,0,1400,52
2025-01-25,BULACAN,Loading,Bul-EX-L1,323,0,1400,78
2025-01-25,BULACAN,Drilling,Bul-DR-1,824,21424,0,37
2025-01-25,BULACAN,Extraction,Bul-EX-E1,286,0,1400,82
2025-01-25,BULACAN,Stockpiling,Bul-EX-S1,323,0,1400,56
2025-01-25,Pampanga,Loading,Pam-EX-L1,269,0,1400,76
2025-01-25,Pampanga,Drilling,Pam-DR-1,772,20072,0,44
2025-01-25,Pampanga,Extraction,Pam-EX-E1,501,0,1400,119
2025-01-25,Pampanga,Stockpiling,Pam-EX-S1,269,0,1400,106
2025-01-25,Tarlac,Loading,Tar-EX-L1,430,0,1400,106
2025-01-25,Tarlac,Drilling,Tar-DR-1,544,14144,0,65
2025-01-25,Tarlac,Extraction,Tar-EX-E1,438,0,1400,84
2025-01-25,Tarlac,Stockpiling,Tar-EX-S1,430,0,1400,57
2025-01-26,zambales,Loading,Zam-EX-L1,224,0,1400,98
2025-01-26,zambales,Loading,Zam-EX-L2,265,0,1400,67
2025-01-26,zambales,Drilling,Zam-DR-1,603,15678,0,40
2025-01-26,zambales,Extraction,Zam-EX-E1,545,0,1400,120
2025-01-26,zambales,Extraction,Zam-EX-E2,326,0,1400,103
2025-01-26,zambales,Stockpiling,Zam-EX-S1,489,0,1400,93
2025-01-26,RIZAL,Loading,Riz-EX-L1,311,0,1400,80
2025-01-26,RIZAL,Loading,Riz-EX-L2,480,0,1400,114
2025-01-26,RIZAL,Drilling,Riz-DR-1,451,11726,0,65
2025-01-26,RIZAL,Extraction,Riz-EX-E1,273,0,1400,105
2025-01-26,RIZAL,Extraction,Riz-EX-E2,225,0,1400,129
2025-01-26,RIZAL,Stockpiling,Riz-EX-S1,791,0,1400,79
2025-01-26,Bulacan,Loading,Bul-EX-L1,536,0,1400,84
2025-01-26,Bulacan,Drilling,Bul-DR-1,573,14898,0,41
2025-01-26,Bulacan,Extraction,Bul-EX-E1,509,0,1400,133
2025-01-26,Bulacan,Stockpiling,Bul-EX-S1,536,0,1400,108
2025-01-26,pampanga,Loading,Pam-EX-L1,271,0,1400,114
2025-01-26,pampanga,Drilling,Pam-DR-1,855,22230,0,40
2025-01-26,pampanga,Extraction,Pam-EX-E1,598,0,1400,72
2025-01-26,pampanga,Stockpiling,Pam-EX-S1,271,0,1400,78
2025-01-26,tarlac,Loading,Tar-EX-L1,563,0,1400,81
2025-01-26,tarlac,Drilling,Tar-DR-1,610,15860,0,40
2025-01-26,tarlac,Extraction,Tar-EX-E1,450,0,1400,135
2025-01-26,tarlac,Stockpiling,Tar-EX-S1,563,0,1400,65
2025-01-27,Zambales,Loading,Zam-EX-L1,360,0,1400,81
2025-01-27,Zambales,Loading,Zam-EX-L2,431,0,1400,100
2025-01-27,Zambales,Drilling,Zam-DR-1,716,18616,0,60
2025-01-27,Zambales,Extraction,Zam-EX-E1,223,0,1400,128
2025-01-27,Zambales,Extraction,Zam-EX-E2,225,0,1400,136
2025-01-27,Zambales,Stockpiling,Zam-EX-S1,791,0,1400,53
2025-01-27,RIZAL,Loading,Riz-EX-L1,590,0,1400,87
2025-01-27,RIZAL,Loading,Riz-EX-L2,245,0,1400,86
2025-01-27,RIZAL,Drilling,Riz-DR-1,400,10400,0,34
2025-01-27,RIZAL,Extraction,Riz-EX-E1,287,0,1400,90
2025-01-27,RIZAL,Extraction,Riz-EX-E2,229,0,1400,87
2025-01-27,RIZAL,Stockpiling,Riz-EX-S1,835,0,1400,54
2025-01-27,BULACAN,Loading,Bul-EX-L1,560,0,1400,117
2025-01-27,BULACAN,Drilling,Bul-DR-1,406,10556,0,61
2025-01-27,BULACAN,Extraction,Bul-EX-E1,588,0,1400,134
2025-01-27,BULACAN,Stockpiling,Bul-EX-S1,560,0,1400,53
2025-01-27,Pampanga,Loading,Pam-EX-L1,403,0,1400,66
2025-01-27,Pampanga,Drilling,Pam-DR-1,663,17238,0,65
2025-01-27,Pampanga,Extraction,Pam-EX-E1,285,0,1400,120
2025-01-27,Pampanga,Stockpiling,Pam-EX-S1,403,0,1400,99
2025-01-27,tarlac,Loading,Tar-EX-L1,301,0,1400,97
2025-01-27,tarlac,Drilling,Tar-DR-1,577,15002,0,64
2025-01-27,tarlac,Extraction,Tar-EX-E1,461,0,1400,82
2025-01-27,tarlac,Stockpiling,Tar-EX-S1,301,0,1400,100
2025-01-28,zambales,Loading,Zam-EX-L1,409,0,1400,64
2025-01-28,zambales,Loading,Zam-EX-L2,491,0,1400,72
2025-01-28,zambales,Drilling,Zam-DR-1,814,21164,0,42
2025-01-28,zambales,Blasting,BLAST,900,67500,0,35
2025-01-28,zambales,Extraction,Zam-EX-E1,571,0,1400,107
2025-01-28,zambales,Extraction,Zam-EX-E2,527,0,1400,83
2025-01-28,zambales,Stockpiling,Zam-EX-S1,900,0,1400,76
2025-01-28,Rizal,Loading,Riz-EX-L1,476,0,1400,76
2025-01-28,Rizal,Loading,Riz-EX-L2,351,0,1400,90
2025-01-28,Rizal,Drilling,Riz-DR-1,419,10894,0,30
2025-01-28,Rizal,Extraction,Riz-EX-E1,311,0,1400,139
2025-01-28,Rizal,Extraction,Riz-EX-E2,565,0,1400,118
2025-01-28,Rizal,Stockpiling,Riz-EX-S1,827,0,1400,66
2025-01-28,Bulacan,Loading,Bul-EX-L1,493,0,1400,82
2025-01-28,Bulacan,Drilling,Bul-DR-1,675,17550,0,32
2025-01-28,Bulacan,Extraction,Bul-EX-E1,395,0,1400,118
2025-01-28,Bulacan,Stockpiling,Bul-EX-S1,493,0,1400,91
2025-01-28,Pampanga,Loading,Pam-EX-L1,417,0,1400,64
2025-01-28,Pampanga,Drilling,Pam-DR-1,873,22698,0,43
2025-01-28,Pampanga,Extraction,Pam-EX-E1,360,0,1400,90
2025-01-28,Pampanga,Stockpiling,Pam-EX-S1,417,0,1400,80
2025-01-28,Tarlac,Loading,Tar-EX-L1,560,0,1400,64
2025-01-28,Tarlac,Drilling,Tar-DR-1,718,18668,0,69
2025-01-28,Tarlac,Extraction,Tar-EX-E1,598,0,1400,83
2025-01-28,Tarlac,Stockpiling,Tar-EX-S1,560,0,1400,108
2025-01-29,Zambales,Loading,Zam-EX-L1,215,0,1400,111
2025-01-29,Zambales,Loading,Zam-EX-L2,594,0,1400,63
2025-01-29,Zambales,Drilling,Zam-DR-1,561,14586,0,47
2025-01-29,Zambales,Blasting,BLAST,809,60675,0,45
2025-01-29,Zambales,Extraction,Zam-EX-E1,302,0,1400,76
2025-01-29,Zambales,Extraction,Zam-EX-E2,225,0,1400,86
2025-01-29,Zambales,Stockpiling,Zam-EX-S1,809,0,1400,106
2025-01-29,rizal,Loading,Riz-EX-L1,351,0,1400,62
2025-01-29,rizal,Loading,Riz-EX-L2,340,0,1400,113
2025-01-29,rizal,Drilling,Riz-DR-1,427,11102,0,60
2025-01-29,rizal,Extraction,Riz-EX-E1,505,0,1400,98
2025-01-29,rizal,Extraction,Riz-EX-E2,566,0,1400,92
2025-01-29,rizal,Stockpiling,Riz-EX-S1,691,0,1400,91
2025-01-29,bulacan,Loading,Bul-EX-L1,322,0,1400,63
2025-01-29,bulacan,Drilling,Bul-DR-1,509,13234,0,30
2025-01-29,bulacan,Blasting,BLAST,322,24150,0,32
2025-01-29,bulacan,Extraction,Bul-EX-E1,429,0,1400,139
2025-01-29,bulacan,Stockpiling,Bul-EX-S1,322,0,1400,97
2025-01-29,pAMPANGA,Loading,Pam-EX-L1,580,0,1400,62
2025-01-29,pAMPANGA,Drilling,Pam-DR-1,496,12896,0,50
2025-01-29,pAMPANGA,Extraction,Pam-EX-E1,589,0,1400,88
2025-01-29,pAMPANGA,Stockpiling,Pam-EX-S1,580,0,1400,52
2025-01-29,Tarlac,Loading,Tar-EX-L1,550,0,1400,73
2025-01-29,Tarlac,Drilling,Tar-DR-1,895,23270,0,49
2025-01-29,Tarlac,Extraction,Tar-EX-E1,586,0,1400,123
2025-01-29,Tarlac,Stockpiling,Tar-EX-S1,550,0,1400,77
2025-01-30,zAMBALES,Loading,Zam-EX-L1,474,0,1400,101
2025-01-30,zAMBALES,Loading,Zam-EX-L2,576,0,1400,93
2025-01-30,zAMBALES,Drilling,Zam-DR-1,854,22204,0,37
2025-01-30,zAMBALES,Blasting,BLAST,1050,78750,0,30
2025-01-30,zAMBALES,Extraction,Zam-EX-E1,477,0,1400,131
2025-01-30,zAMBALES,Extraction,Zam-EX-E2,334,0,1400,110
2025-01-30,zAMBALES,Stockpiling,Zam-EX-S1,1050,0,1400,101
2025-01-30,RIZAL,Loading,Riz-EX-L1,262,0,1400,82
2025-01-30,RIZAL,Loading,Riz-EX-L2,278,0,1400,60
2025-01-30,RIZAL,Drilling,Riz-DR-1,781,20306,0,53
2025-01-30,RIZAL,Extraction,Riz-EX-E1,586,0,1400,122
2025-01-30,RIZAL,Extraction,Riz-EX-E2,477,0,1400,125
2025-01-30,RIZAL,Stockpiling,Riz-EX-S1,540,0,1400,50
2025-01-30,Bulacan,Loading,Bul-EX-L1,443,0,1400,108
2025-01-30,Bulacan,Drilling,Bul-DR-1,748,19448,0,68
2025-01-30,Bulacan,Blasting,BLAST,443,33225,0,21
2025-01-30,Bulacan,Extraction,Bul-EX-E1,250,0,1400,93
2025-01-30,Bulacan,Stockpiling,Bul-EX-S1,443,0,1400,88
2025-01-30,Pampanga,Loading,Pam-EX-L1,460,0,1400,100
2025-01-30,Pampanga,Drilling,Pam-DR-1,802,20852,0,50
2025-01-30,Pampanga,Blasting,BLAST,460,34500,0,36
2025-01-30,Pampanga,Extraction,Pam-EX-E1,550,0,1400,115
2025-01-30,Pampanga,Stockpiling,Pam-EX-S1,460,0,1400,95
2025-01-30,Tarlac,Loading,Tar-EX-L1,228,0,1400,70
2025-01-30,Tarlac,Drilling,Tar-DR-1,789,20514,0,38
2025-01-30,Tarlac,Extraction,Tar-EX-E1,514,0,1400,135
2025-01-30,Tarlac,Stockpiling,Tar-EX-S1,228,0,1400,50
2025-01-31,Zambales,Loading,Zam-EX-L1,275,0,1400,119
2025-01-31,Zambales,Loading,Zam-EX-L2,367,0,1400,109
