Date,Site,Equipment_ID,Trip_No,Distance_km,Load_m3,Fuel_Liters
2025-02-01,Rizal,Riz-DT-3,2,1.19,22,4.84
2025-02-01,Rizal,Riz-DT-3,3,6.11,22,24.15
2025-02-01,Rizal,Riz-DT-3,4,4.43,22,17.64
2025-02-01,Rizal,Riz-DT-3,5,5.79,22,19.1
2025-02-01,Rizal,Riz-DT-3,6,2.78,22,9.32
2025-02-01,Rizal,Riz-DT-3,7,2.27,22,8.93
2025-02-01,Rizal,Riz-DT-3,8,6.6,22,27.66
2025-02-01,Rizal,Riz-DT-3,9,4.25,22,12.31
2025-02-01,Rizal,Riz-DT-4,1,3.72,22,13.17
2025-02-01,Rizal,Riz-DT-4,2,6.05,22,16.13
2025-02-01,Rizal,Riz-DT-4,3,4.73,22,17.46
2025-02-01,Rizal,Riz-DT-4,4,2.45,22,9.66
2025-02-01,Rizal,Riz-DT-4,5,1.02,22,4.5
2025-02-01,Rizal,Riz-DT-4,6,6.56,22,17.13
2025-02-01,Rizal,Riz-DT-4,7,3.25,22,10.28
2025-02-01,Rizal,Riz-DT-4,8,1.49,22,6.42
2025-02-01,Rizal,Riz-DT-4,9,2.57,22,7.32
2025-02-01,Rizal,Riz-DT-5,1,6.04,22,26.86
2025-02-01,Rizal,Riz-DT-5,2,5.76,22,21.41
2025-02-01,Rizal,Riz-DT-5,3,5.47,22,19.59
2025-02-01,Rizal,Riz-DT-5,4,3.79,22,14.4
2025-02-01,Rizal,Riz-DT-5,5,4.45,22,16.45
2025-02-01,Rizal,Riz-DT-5,6,4.43,22,14.8
2025-02-01,Rizal,Riz-DT-5,7,5.51,22,17.01
2025-02-01,Rizal,Riz-DT-5,8,2.31,22,9.34
2025-02-01,Rizal,Riz-DT-5,9,2.68,15,8.22
2025-02-01,Bulacan,Bul-DT-1,1,1.83,22,5.39
2025-02-01,Bulacan,Bul-DT-1,2,5.26,22,21.75
2025-02-01,Bulacan,Bul-DT-1,3,3.56,22,10.91
2025-02-01,Bulacan,Bul-DT-1,4,4.79,22,19.32
2025-02-01,Bulacan,Bul-DT-1,5,3.21,22,13.9
2025-02-01,Bulacan,Bul-DT-1,6,4.47,22,16.66
2025-02-01,Bulacan,Bul-DT-2,1,2.55,22,11.19
2025-02-01,Bulacan,Bul-DT-2,2,6.3,22,17.26
2025-02-01,Bulacan,Bul-DT-2,3,5.08,22,14.92
2025-02-01,Bulacan,Bul-DT-2,4,2.05,22,7.75
2025-02-01,Bulacan,Bul-DT-2,5,2.69,22,11.93
2025-02-01,Bulacan,Bul-DT-2,6,1.64,22,7.21
2025-02-01,Bulacan,Bul-DT-3,1,3.34,22,9.93
2025-02-01,Bulacan,Bul-DT-3,2,3.76,22,12.76
2025-02-01,Bulacan,Bul-DT-3,3,3.05,22,12.14
2025-02-01,Bulacan,Bul-DT-3,4,2.28,22,6.25
2025-02-01,Bulacan,Bul-DT-3,5,1.57,22,6.63
2025-02-01,Bulacan,Bul-DT-3,6,4.34,22,13.96
2025-02-01,Bulacan,Bul-DT-4,1,6.14,22,25.79
2025-02-01,Bulacan,Bul-DT-4,2,2.23,22,6.48
2025-02-01,Bulacan,Bul-DT-4,3,1.54,22,6.69
2025-02-01,Bulacan,Bul-DT-4,4,3.28,22,8.39
2025-02-01,Bulacan,Bul-DT-4,5,1.6,22,4.97
2025-02-01,Bulacan,Bul-DT-4,6,4.0,22,17.06
2025-02-01,Bulacan,Bul-DT-5,1,6.08,22,16.75
2025-02-01,Bulacan,Bul-DT-5,2,6.15,22,21.23
2025-02-01,Bulacan,Bul-DT-5,3,5.11,11,14.2
2025-02-01,Pampanga,Pam-DT-1,1,2.23,18,6.93
2025-02-01,Pampanga,Pam-DT-1,2,4.74,18,17.53
2025-02-01,Pampanga,Pam-DT-1,3,4.08,18,14.4
2025-02-01,Pampanga,Pam-DT-2,1,6.78,18,28.54
2025-02-01,Pampanga,Pam-DT-2,2,3.08,18,7.87
2025-02-01,Pampanga,Pam-DT-2,3,4.46,18,16.02
2025-02-01,Pampanga,Pam-DT-3,1,6.87,18,21.12
2025-02-01,Pampanga,Pam-DT-3,2,4.03,18,12.35
2025-02-01,Pampanga,Pam-DT-3,3,2.47,18,9.0
2025-02-01,Pampanga,Pam-DT-4,1,1.72,18,4.84
2025-02-01,Pampanga,Pam-DT-4,2,5.23,18,15.87
2025-02-01,Pampanga,Pam-DT-4,3,3.31,12,10.29
2025-02-01,tARLAC,Tar-DT-1,1,1.84,18,8.08
2025-02-01,tARLAC,Tar-DT-1,2,5.09,18,13.66
2025-02-01,tARLAC,Tar-DT-1,3,4.65,18,19.58
2025-02-01,tARLAC,Tar-DT-1,4,3.88,18,11.82
2025-02-01,tARLAC,Tar-DT-1,5,6.55,18,24.69
2025-02-01,tARLAC,Tar-DT-2,1,3.98,18,16.44
2025-02-01,tARLAC,Tar-DT-2,2,6.63,18,22.25
2025-02-01,tARLAC,Tar-DT-2,3,6.64,18,24.04
2025-02-01,tARLAC,Tar-DT-2,4,4.04,18,11.49
2025-02-01,tARLAC,Tar-DT-2,5,5.68,18,15.45
2025-02-01,tARLAC,Tar-DT-3,1,2.66,18,6.78
2025-02-01,tARLAC,Tar-DT-3,2,5.29,18,22.53
2025-02-01,tARLAC,Tar-DT-3,3,1.31,18,5.09
2025-02-01,tARLAC,Tar-DT-3,4,4.33,18,15.06
2025-02-01,tARLAC,Tar-DT-3,5,6.85,18,20.94
2025-02-01,tARLAC,Tar-DT-4,1,4.66,18,18.87
2025-02-01,tARLAC,Tar-DT-4,2,6.37,18,25.09
2025-02-01,tARLAC,Tar-DT-4,3,4.38,18,18.55
2025-02-01,tARLAC,Tar-DT-4,4,6.94,18,19.13
2025-02-01,tARLAC,Tar-DT-4,5,1.08,18,3.26
2025-02-01,tARLAC,Tar-DT-5,1,3.08,18,9.91
2025-02-01,tARLAC,Tar-DT-5,2,2.24,18,7.26
2025-02-01,tARLAC,Tar-DT-5,3,5.4,17,15.44
2025-02-02,zAMBALES,Zam-DT-1,1,2.05,20,8.71
2025-02-02,zAMBALES,Zam-DT-1,2,2.08,20,8.3
2025-02-02,zAMBALES,Zam-DT-1,3,4.6,20,14.54
2025-02-02,zAMBALES,Zam-DT-1,4,1.7,20,6.41
2025-02-02,zAMBALES,Zam-DT-1,5,2.94,20,9.38
2025-02-02,zAMBALES,Zam-DT-1,6,4.43,20,18.72
2025-02-02,zAMBALES,Zam-DT-1,7,4.33,20,18.0
2025-02-02,zAMBALES,Zam-DT-1,8,6.94,20,26.76
2025-02-02,zAMBALES,Zam-DT-2,1,1.92,20,5.18
2025-02-02,zAMBALES,Zam-DT-2,2,3.31,20,13.8
2025-02-02,zAMBALES,Zam-DT-2,3,4.08,20,13.77
2025-02-02,zAMBALES,Zam-DT-2,4,2.31,20,9.36
2025-02-02,zAMBALES,Zam-DT-2,5,5.79,20,15.98
2025-02-02,zAMBALES,Zam-DT-2,6,3.02,20,7.62
2025-02-02,zAMBALES,Zam-DT-2,7,1.76,20,4.81
2025-02-02,zAMBALES,Zam-DT-2,8,2.32,20,9.62
2025-02-02,zAMBALES,Zam-DT-3,1,5.0,20,20.45
2025-02-02,zAMBALES,Zam-DT-3,2,3.7,20,14.43
2025-02-02,zAMBALES,Zam-DT-3,3,6.53,20,21.15
2025-02-02,zAMBALES,Zam-DT-3,4,4.1,20,14.49
2025-02-02,zAMBALES,Zam-DT-3,5,2.66,20,7.29
2025-02-02,zAMBALES,Zam-DT-3,6,1.62,20,5.68
2025-02-02,zAMBALES,Zam-DT-3,7,1.46,20,6.49
2025-02-02,zAMBALES,Zam-DT-3,8,1.76,20,7.7
2025-02-02,zAMBALES,Zam-DT-4,1,3.42,20,11.61
2025-02-02,zAMBALES,Zam-DT-4,2,5.37,20,14.21
2025-02-02,zAMBALES,Zam-DT-4,3,2.62,20,9.86
2025-02-02,zAMBALES,Zam-DT-4,4,2.11,20,5.37
2025-02-02,zAMBALES,Zam-DT-4,5,2.48,20,7.95
2025-02-02,zAMBALES,Zam-DT-4,6,2.79,20,7.96
2025-02-02,zAMBALES,Zam-DT-4,7,5.91,20,19.85
2025-02-02,zAMBALES,Zam-DT-4,8,5.7,20,21.1
2025-02-02,zAMBALES,Zam-DT-5,1,2.84,20,9.69
2025-02-02,zAMBALES,Zam-DT-5,2,2.37,20,9.96
2025-02-02,zAMBALES,Zam-DT-5,3,4.68,20,18.41
2025-02-02,zAMBALES,Zam-DT-5,4,2.31,20,8.77
2025-02-02,rIZAL,Riz-DT-1,1,2.36,22,9.68
2025-02-02,rIZAL,Riz-DT-1,2,4.4,22,19.42
2025-02-02,rIZAL,Riz-DT-1,3,3.31,22,9.22
2025-02-02,rIZAL,Riz-DT-1,4,1.07,22,3.94
2025-02-02,rIZAL,Riz-DT-1,5,5.16,22,21.4
2025-02-02,rIZAL,Riz-DT-1,6,4.77,22,16.93
2025-02-02,rIZAL,Riz-DT-1,7,3.69,22,13.35
2025-02-02,rIZAL,Riz-DT-1,8,5.12,22,19.88
2025-02-02,rIZAL,Riz-DT-1,9,2.46,22,7.56
2025-02-02,rIZAL,Riz-DT-1,10,6.68,22,18.42
2025-02-02,rIZAL,Riz-DT-2,1,1.29,22,5.19
2025-02-02,rIZAL,Riz-DT-2,2,3.8,22,11.05
2025-02-02,rIZAL,Riz-DT-2,3,4.04,22,11.85
2025-02-02,rIZAL,Riz-DT-2,4,3.31,22,14.01
2025-02-02,rIZAL,Riz-DT-2,5,5.52,22,22.41
2025-02-02,rIZAL,Riz-DT-2,6,5.86,22,15.9
2025-02-02,rIZAL,Riz-DT-2,7,3.78,22,9.98
2025-02-02,rIZAL,Riz-DT-2,8,4.19,22,17.9
2025-02-02,rIZAL,Riz-DT-2,9,6.04,22,18.26
2025-02-02,rIZAL,Riz-DT-2,10,1.94,22,5.03
2025-02-02,rIZAL,Riz-DT-3,1,6.9,22,24.0
2025-02-02,rIZAL,Riz-DT-3,2,5.02,22,21.11
2025-02-02,rIZAL,Riz-DT-3,3,4.49,22,14.84
2025-02-02,rIZAL,Riz-DT-3,4,3.84,22,12.44
2025-02-02,rIZAL,Riz-DT-3,5,6.0,22,19.19
2025-02-02,rIZAL,Riz-DT-3,6,5.45,22,20.78
2025-02-02,rIZAL,Riz-DT-3,7,3.03,22,9.81
2025-02-02,rIZAL,Riz-DT-3,8,6.43,22,27.99
2025-02-02,rIZAL,Riz-DT-3,9,6.58,22,19.68
2025-02-02,rIZAL,Riz-DT-3,10,6.63,22,22.04
2025-02-02,rIZAL,Riz-DT-4,1,5.97,22,26.16
2025-02-02,rIZAL,Riz-DT-4,2,4.2,22,11.35
2025-02-02,rIZAL,Riz-DT-4,3,3.27,22,14.67
2025-02-02,rIZAL,Riz-DT-4,4,4.54,22,16.44
2025-02-02,rIZAL,Riz-DT-4,5,4.29,22,18.28
2025-02-02,rIZAL,Riz-DT-4,6,4.66,22,14.16
2025-02-02,rIZAL,Riz-DT-4,7,2.64,22,10.81
2025-02-02,rIZAL,Riz-DT-4,8,4.66,22,17.93
2025-02-02,rIZAL,Riz-DT-4,9,5.32,22,17.19
2025-02-02,rIZAL,Riz-DT-4,10,2.33,22,5.84
2025-02-02,rIZAL,Riz-DT-5,1,1.67,22,5.67
2025-02-02,rIZAL,Riz-DT-5,2,5.11,22,21.7
2025-02-02,rIZAL,Riz-DT-5,3,4.18,22,12.05
2025-02-02,rIZAL,Riz-DT-5,4,6.8,22,23.93
2025-02-02,rIZAL,Riz-DT-5,5,5.04,22,14.03
2025-02-02,rIZAL,Riz-DT-5,6,2.92,22,12.91
2025-02-02,rIZAL,Riz-DT-5,7,6.63,5,20.72
2025-02-02,bULACAN,Bul-DT-1,1,5.35,22,21.99
2025-02-02,bULACAN,Bul-DT-1,2,2.51,22,10.05
2025-02-02,bULACAN,Bul-DT-1,3,4.73,22,19.87
2025-02-02,bULACAN,Bul-DT-1,4,3.74,22,15.99
2025-02-02,bULACAN,Bul-DT-2,1,5.17,22,14.34
2025-02-02,bULACAN,Bul-DT-2,2,5.05,22,15.13
2025-02-02,bULACAN,Bul-DT-2,3,1.67,22,4.38
2025-02-02,bULACAN,Bul-DT-2,4,1.97,22,7.81
2025-02-02,bULACAN,Bul-DT-3,1,3.99,22,17.75
2025-02-02,bULACAN,Bul-DT-3,2,6.09,22,25.77
2025-02-02,bULACAN,Bul-DT-3,3,5.3,22,21.36
2025-02-02,bULACAN,Bul-DT-3,4,6.96,22,27.13
2025-02-02,bULACAN,Bul-DT-4,1,3.85,22,15.53
2025-02-02,bULACAN,Bul-DT-4,2,5.29,22,16.96
2025-02-02,bULACAN,Bul-DT-4,3,1.28,22,5.16
2025-02-02,bULACAN,Bul-DT-4,4,2.21,22,9.04
2025-02-02,bULACAN,Bul-DT-5,1,1.02,10,3.29
2025-02-02,pAMPANGA,Pam-DT-1,1,1.94,18,6.05
2025-02-02,pAMPANGA,Pam-DT-1,2,3.05,18,9.91
2025-02-02,pAMPANGA,Pam-DT-1,3,2.05,18,8.05
2025-02-02,pAMPANGA,Pam-DT-1,4,4.08,18,16.1
2025-02-02,pAMPANGA,Pam-DT-2,1,4.13,18,17.11
2025-02-02,pAMPANGA,Pam-DT-2,2,2.67,18,11.51
2025-02-02,pAMPANGA,Pam-DT-2,3,3.0,18,10.48
2025-02-02,pAMPANGA,Pam-DT-2,4,3.56,18,10.69
2025-02-02,pAMPANGA,Pam-DT-3,1,3.28,18,9.87
2025-02-02,pAMPANGA,Pam-DT-3,2,2.11,18,6.49
2025-02-02,pAMPANGA,Pam-DT-3,3,2.28,18,8.73
2025-02-02,pAMPANGA,Pam-DT-3,4,1.61,18,4.26
2025-02-02,pAMPANGA,Pam-DT-4,1,6.45,18,22.25
2025-02-02,pAMPANGA,Pam-DT-4,2,5.4,18,15.18
2025-02-02,pAMPANGA,Pam-DT-4,3,2.59,18,11.59
2025-02-02,pAMPANGA,Pam-DT-4,4,6.89,18,23.58
2025-02-02,pAMPANGA,Pam-DT-5,1,4.14,18,11.32
2025-02-02,pAMPANGA,Pam-DT-5,2,4.21,18,17.72
2025-02-02,pAMPANGA,Pam-DT-5,3,5.48,10,19.29
2025-02-02,tARLAC,Tar-DT-1,1,4.96,18,16.68
2025-02-02,tARLAC,Tar-DT-1,2,1.21,18,4.6
2025-02-02,tARLAC,Tar-DT-1,3,2.63,18,11.71
2025-02-02,tARLAC,Tar-DT-1,4,1.34,18,5.31
2025-02-02,tARLAC,Tar-DT-2,1,3.64,18,12.36
2025-02-02,tARLAC,Tar-DT-2,2,5.66,18,14.52
2025-02-02,tARLAC,Tar-DT-2,3,6.66,18,22.87
2025-02-02,tARLAC,Tar-DT-2,4,6.87,18,19.64
2025-02-02,tARLAC,Tar-DT-3,1,5.99,18,26.77
2025-02-02,tARLAC,Tar-DT-3,2,4.16,18,17.56
2025-02-02,tARLAC,Tar-DT-3,3,6.48,18,23.2
2025-02-02,tARLAC,Tar-DT-3,4,4.94,18,21.33
2025-02-02,tARLAC,Tar-DT-4,1,2.29,18,6.74
2025-02-02,tARLAC,Tar-DT-4,2,2.89,18,9.44
2025-02-02,tARLAC,Tar-DT-4,3,6.44,18,18.34
2025-02-02,tARLAC,Tar-DT-4,4,1.99,18,6.97
2025-02-02,tARLAC,Tar-DT-5,1,4.12,18,15.17
2025-02-02,tARLAC,Tar-DT-5,2,5.02,18,14.37
2025-02-02,tARLAC,Tar-DT-5,3,2.54,18,11.15
2025-02-02,tARLAC,Tar-DT-5,4,3.72,14,15.19
2025-02-03,zambales,Zam-DT-1,1,6.79,20,28.78
2025-02-03,zambales,Zam-DT-1,2,1.66,20,6.17
2025-02-03,zambales,Zam-DT-1,3,5.99,20,20.25
2025-02-03,zambales,Zam-DT-1,4,6.05,20,26.75
2025-02-03,zambales,Zam-DT-1,5,1.17,20,3.12
2025-02-03,zambales,Zam-DT-1,6,6.1,20,15.77
2025-02-03,zambales,Zam-DT-1,7,3.63,20,15.35
2025-02-03,zambales,Zam-DT-1,8,5.05,20,22.68
2025-02-03,zambales,Zam-DT-1,9,1.47,20,5.99
2025-02-03,zambales,Zam-DT-1,10,2.55,20,8.98
2025-02-03,zambales,Zam-DT-1,11,3.71,20,16.39
2025-02-03,zambales,Zam-DT-2,1,5.95,20,18.55
2025-02-03,zambales,Zam-DT-2,2,5.28,20,16.54
2025-02-03,zambales,Zam-DT-2,3,3.93,20,10.22
2025-02-03,zambales,Zam-DT-2,4,6.89,20,29.54
2025-02-03,zambales,Zam-DT-2,5,6.76,20,18.05
2025-02-03,zambales,Zam-DT-2,6,1.28,20,4.81
2025-02-03,zambales,Zam-DT-2,7,5.13,20,20.11
2025-02-03,zambales,Zam-DT-2,8,6.18,20,24.8
2025-02-03,zambales,Zam-DT-2,9,5.69,20,23.1
2025-02-03,zambales,Zam-DT-2,10,5.39,20,24.01
2025-02-03,zambales,Zam-DT-2,11,1.39,20,4.01
2025-02-03,zambales,Zam-DT-3,1,5.72,20,15.51
2025-02-03,zambales,Zam-DT-3,2,1.08,20,4.59
2025-02-03,zambales,Zam-DT-3,3,5.91,20,23.58
2025-02-03,zambales,Zam-DT-3,4,2.42,20,7.62
2025-02-03,zambales,Zam-DT-3,5,6.79,20,23.14
2025-02-03,zambales,Zam-DT-3,6,5.2,20,20.45
2025-02-03,zambales,Zam-DT-3,7,4.26,20,18.69
2025-02-03,zambales,Zam-DT-3,8,4.95,20,14.26
2025-02-03,zambales,Zam-DT-3,9,6.62,20,22.4
2025-02-03,zambales,Zam-DT-3,10,3.87,20,10.26
2025-02-03,zambales,Zam-DT-3,11,1.64,20,6.14
2025-02-03,zambales,Zam-DT-4,1,2.16,20,9.12
2025-02-03,zambales,Zam-DT-4,2,3.68,20,13.96
2025-02-03,zambales,Zam-DT-4,3,6.12,20,16.82
2025-02-03,zambales,Zam-DT-4,4,4.64,20,16.12
2025-02-03,zambales,Zam-DT-4,5,3.11,20,11.96
2025-02-03,zambales,Zam-DT-4,6,6.39,20,16.56
2025-02-03,zambales,Zam-DT-4,7,4.05,20,13.39
2025-02-03,zambales,Zam-DT-4,8,1.22,20,4.54
2025-02-03,zambales,Zam-DT-4,9,2.33,20,6.46
2025-02-03,zambales,Zam-DT-4,10,6.2,20,27.87
2025-02-03,zambales,Zam-DT-4,11,1.05,20,3.53
2025-02-03,zambales,Zam-DT-5,1,3.09,20,13.89
2025-02-03,zambales,Zam-DT-5,2,3.08,20,9.19
2025-02-03,zambales,Zam-DT-5,3,4.31,20,10.99
2025-02-03,zambales,Zam-DT-5,4,2.69,20,11.38
2025-02-03,zambales,Zam-DT-5,5,3.26,20,13.74
2025-02-03,zambales,Zam-DT-5,6,5.44,20,23.81
2025-02-03,zambales,Zam-DT-5,7,5.45,14,19.06
2025-02-03,RIZAL,Riz-DT-1,1,2.39,22,6.35
2025-02-03,RIZAL,Riz-DT-1,2,1.29,22,5.21
2025-02-03,RIZAL,Riz-DT-1,3,3.9,22,14.14
2025-02-03,RIZAL,Riz-DT-1,4,1.45,22,5.19
2025-02-03,RIZAL,Riz-DT-1,5,2.05,22,8.77
2025-02-03,RIZAL,Riz-DT-2,1,5.15,22,15.46
2025-02-03,RIZAL,Riz-DT-2,2,5.81,22,21.33
2025-02-03,RIZAL,Riz-DT-2,3,2.51,22,8.04
2025-02-03,RIZAL,Riz-DT-2,4,6.51,22,16.93
2025-02-03,RIZAL,Riz-DT-2,5,3.11,22,11.06
2025-02-03,RIZAL,Riz-DT-3,1,5.04,22,22.46
2025-02-03,RIZAL,Riz-DT-3,2,4.57,22,18.3
2025-02-03,RIZAL,Riz-DT-3,3,1.2,22,3.94
2025-02-03,RIZAL,Riz-DT-3,4,2.77,22,8.98
2025-02-03,RIZAL,Riz-DT-3,5,4.05,22,15.25
2025-02-03,RIZAL,Riz-DT-4,1,2.43,22,6.97
2025-02-03,RIZAL,Riz-DT-4,2,5.67,22,19.3
2025-02-03,RIZAL,Riz-DT-4,3,5.34,22,19.46
2025-02-03,RIZAL,Riz-DT-4,4,5.94,22,18.31
2025-02-03,RIZAL,Riz-DT-4,5,6.95,22,27.86
2025-02-03,RIZAL,Riz-DT-5,1,3.96,21,12.27
2025-02-03,Bulacan,Bul-DT-1,1,4.48,22,14.18
2025-02-03,Bulacan,Bul-DT-1,2,1.21,22,3.53
2025-02-03,Bulacan,Bul-DT-1,3,5.53,22,15.15
2025-02-03,Bulacan,Bul-DT-1,4,4.36,22,19.29
2025-02-03,Bulacan,Bul-DT-2,1,4.78,22,16.15
2025-02-03,Bulacan,Bul-DT-2,2,4.29,22,19.3
2025-02-03,Bulacan,Bul-DT-2,3,6.95,22,18.69
2025-02-03,Bulacan,Bul-DT-2,4,6.02,22,20.55
2025-02-03,Bulacan,Bul-DT-3,1,4.25,22,12.18
2025-02-03,Bulacan,Bul-DT-3,2,2.77,22,9.32
2025-02-03,Bulacan,Bul-DT-3,3,2.21,22,8.66
2025-02-03,Bulacan,Bul-DT-3,4,1.03,22,3.19
2025-02-03,Bulacan,Bul-DT-4,1,5.27,22,20.74
2025-02-03,Bulacan,Bul-DT-4,2,3.78,22,12.75
2025-02-03,Bulacan,Bul-DT-4,3,2.92,22,8.6
2025-02-03,Bulacan,Bul-DT-4,4,5.02,22,17.2
2025-02-03,Bulacan,Bul-DT-5,1,6.65,22,28.12
2025-02-03,Bulacan,Bul-DT-5,2,3.25,22,9.03
2025-02-03,Bulacan,Bul-DT-5,3,1.64,22,4.83
2025-02-03,Bulacan,Bul-DT-5,4,5.81,20,25.36
2025-02-03,PAMPANGA,Pam-DT-1,1,1.35,18,4.15
2025-02-03,PAMPANGA,Pam-DT-1,2,3.81,18,15.95
2025-02-03,PAMPANGA,Pam-DT-1,3,4.42,18,18.35
2025-02-03,PAMPANGA,Pam-DT-1,4,1.73,18,4.39
2025-02-03,PAMPANGA,Pam-DT-2,1,3.14,18,10.01
2025-02-03,PAMPANGA,Pam-DT-2,2,6.46,18,17.73
2025-02-03,PAMPANGA,Pam-DT-2,3,5.76,18,17.59
2025-02-03,PAMPANGA,Pam-DT-2,4,2.32,18,7.19
2025-02-03,PAMPANGA,Pam-DT-3,1,5.8,18,19.17
2025-02-03,PAMPANGA,Pam-DT-3,2,6.08,18,16.38
2025-02-03,PAMPANGA,Pam-DT-3,3,3.64,18,9.55
2025-02-03,PAMPANGA,Pam-DT-3,4,6.27,18,18.51
2025-02-03,PAMPANGA,Pam-DT-4,1,3.87,18,14.17
2025-02-03,PAMPANGA,Pam-DT-4,2,5.13,18,14.12
2025-02-03,PAMPANGA,Pam-DT-4,3,3.7,18,12.84
2025-02-03,PAMPANGA,Pam-DT-4,4,1.28,18,4.01
2025-02-03,PAMPANGA,Pam-DT-5,1,6.4,18,21.21
2025-02-03,PAMPANGA,Pam-DT-5,2,4.01,18,16.93
2025-02-03,PAMPANGA,Pam-DT-5,3,5.83,9,22.66
2025-02-03,Tarlac,Tar-DT-1,1,2.28,18,5.78
2025-02-03,Tarlac,Tar-DT-1,2,3.83,18,12.97
2025-02-03,Tarlac,Tar-DT-1,3,4.8,18,15.13
2025-02-03,Tarlac,Tar-DT-1,4,2.93,18,11.98
2025-02-03,Tarlac,Tar-DT-2,1,2.85,18,8.99
2025-02-03,Tarlac,Tar-DT-2,2,4.07,18,11.03
2025-02-03,Tarlac,Tar-DT-2,3,2.26,18,7.27
2025-02-03,Tarlac,Tar-DT-2,4,2.91,18,9.31
2025-02-03,Tarlac,Tar-DT-3,1,1.94,18,7.45
2025-02-03,Tarlac,Tar-DT-3,2,5.64,18,14.65
2025-02-03,Tarlac,Tar-DT-3,3,4.92,18,12.81
2025-02-03,Tarlac,Tar-DT-3,4,3.95,18,15.32
2025-02-03,Tarlac,Tar-DT-4,1,4.81,18,17.31
2025-02-03,Tarlac,Tar-DT-4,2,2.04,18,6.51
2025-02-03,Tarlac,Tar-DT-4,3,2.87,18,10.54
2025-02-03,Tarlac,Tar-DT-4,4,4.11,18,14.58
2025-02-03,Tarlac,Tar-DT-5,1,2.44,17,10.73
2025-02-04,Zambales,Zam-DT-1,1,5.15,20,18.49
2025-02-04,Zambales,Zam-DT-1,2,3.16,20,7.95
2025-02-04,Zambales,Zam-DT-1,3,4.58,20,15.65
2025-02-04,Zambales,Zam-DT-1,4,1.11,20,3.34
2025-02-04,Zambales,Zam-DT-1,5,6.91,20,27.32
2025-02-04,Zambales,Zam-DT-1,6,3.65,20,10.7
2025-02-04,Zambales,Zam-DT-1,7,2.1,20,7.95
2025-02-04,Zambales,Zam-DT-1,8,6.08,20,22.06
2025-02-04,Zambales,Zam-DT-1,9,6.44,20,24.68
2025-02-04,Zambales,Zam-DT-2,1,4.34,20,14.1
2025-02-04,Zambales,Zam-DT-2,2,4.71,20,19.76
2025-02-04,Zambales,Zam-DT-2,3,6.06,20,27.01
2025-02-04,Zambales,Zam-DT-2,4,6.02,20,22.63
2025-02-04,Zambales,Zam-DT-2,5,1.89,20,6.65
2025-02-04,Zambales,Zam-DT-2,6,2.71,20,6.89
2025-02-04,Zambales,Zam-DT-2,7,3.79,20,11.68
2025-02-04,Zambales,Zam-DT-2,8,2.85,20,12.61
2025-02-04,Zambales,Zam-DT-2,9,4.52,20,17.66
2025-02-04,Zambales,Zam-DT-3,1,5.69,20,24.4
2025-02-04,Zambales,Zam-DT-3,2,6.85,20,28.5
2025-02-04,Zambales,Zam-DT-3,3,5.53,20,15.02
2025-02-04,Zambales,Zam-DT-3,4,1.71,20,4.97
2025-02-04,Zambales,Zam-DT-3,5,3.62,20,15.15
2025-02-04,Zambales,Zam-DT-3,6,2.95,20,8.11
2025-02-04,Zambales,Zam-DT-3,7,4.5,20,17.22
2025-02-04,Zambales,Zam-DT-3,8,1.26,20,3.69
2025-02-04,Zambales,Zam-DT-3,9,2.51,20,9.48
2025-02-04,Zambales,Zam-DT-4,1,1.63,20,5.11
2025-02-04,Zambales,Zam-DT-4,2,3.92,20,14.05
2025-02-04,Zambales,Zam-DT-4,3,1.71,20,6.3
2025-02-04,Zambales,Zam-DT-4,4,5.62,20,20.65
2025-02-04,Zambales,Zam-DT-4,5,1.02,20,3.22
2025-02-04,Zambales,Zam-DT-4,6,4.23,20,14.42
2025-02-04,Zambales,Zam-DT-4,7,5.57,20,14.13
2025-02-04,Zambales,Zam-DT-4,8,1.57,20,6.52
2025-02-04,Zambales,Zam-DT-4,9,1.12,20,5.03
2025-02-04,Zambales,Zam-DT-5,1,4.24,20,13.08
2025-02-04,Zambales,Zam-DT-5,2,5.96,20,23.86
2025-02-04,Zambales,Zam-DT-5,3,1.63,20,7.22
2025-02-04,Zambales,Zam-DT-5,4,3.21,20,12.92
2025-02-04,Zambales,Zam-DT-5,5,2.95,20,12.15
2025-02-04,Zambales,Zam-DT-5,6,3.29,20,10.35
2025-02-04,Zambales,Zam-DT-5,7,1.27,1,4.82
2025-02-04,RIZAL,Riz-DT-1,1,4.89,22,13.56
2025-02-04,RIZAL,Riz-DT-1,2,5.32,22,18.59
2025-02-04,RIZAL,Riz-DT-1,3,4.78,22,12.98
2025-02-04,RIZAL,Riz-DT-1,4,4.81,22,18.97
2025-02-04,RIZAL,Riz-DT-1,5,1.27,22,4.8
2025-02-04,RIZAL,Riz-DT-1,6,5.34,22,17.87
2025-02-04,RIZAL,Riz-DT-1,7,5.75,22,19.62
2025-02-04,RIZAL,Riz-DT-1,8,3.76,22,15.28
2025-02-04,RIZAL,Riz-DT-1,9,1.65,22,4.49
2025-02-04,RIZAL,Riz-DT-2,1,3.91,22,12.68
2025-02-04,RIZAL,Riz-DT-2,2,4.06,22,11.04
2025-02-04,RIZAL,Riz-DT-2,3,1.13,22,2.9
2025-02-04,RIZAL,Riz-DT-2,4,4.07,22,10.57
2025-02-04,RIZAL,Riz-DT-2,5,4.72,22,18.41
